test_id,adult_males,subadult_males,adult_females,juveniles,pups
10860,5,4,26,15,11
10861,5,4,26,15,11
10862,5,4,26,15,11
10863,5,4,26,15,11
10864,5,4,26,15,11
10865,5,4,26,15,11
10866,5,4,26,15,11
10867,5,4,26,15,11
10868,5,4,26,15,11
10869,5,4,26,15,11
10870,5,4,26,15,11
10871,5,4,26,15,11
10872,5,4,26,15,11
10873,5,4,26,15,11
10874,5,4,26,15,11
10875,5,4,26,15,11
10876,5,4,26,15,11
10877,5,4,26,15,11
10878,5,4,26,15,11
10879,5,4,26,15,11
10880,5,4,26,15,11
10881,5,4,26,15,11
10882,5,4,26,15,11
10883,5,4,26,15,11
10884,5,4,26,15,11
10885,5,4,26,15,11
10886,5,4,26,15,11
10887,5,4,26,15,11
10888,5,4,26,15,11
10889,5,4,26,15,11
10890,5,4,26,15,11
10891,5,4,26,15,11
10892,5,4,26,15,11
10893,5,4,26,15,11
10894,5,4,26,15,11
10895,5,4,26,15,11
10896,5,4,26,15,11
10897,5,4,26,15,11
10898,5,4,26,15,11
10899,5,4,26,15,11
10900,5,4,26,15,11
10901,5,4,26,15,11
10902,5,4,26,15,11
10903,5,4,26,15,11
10904,5,4,26,15,11
10905,5,4,26,15,11
10906,5,4,26,15,11
10907,5,4,26,15,11
10908,5,4,26,15,11
10909,5,4,26,15,11
10910,5,4,26,15,11
10911,5,4,26,15,11
10912,5,4,26,15,11
10913,5,4,26,15,11
10914,5,4,26,15,11
10915,5,4,26,15,11
10916,5,4,26,15,11
10917,5,4,26,15,11
10918,5,4,26,15,11
10919,5,4,26,15,11
10920,5,4,26,15,11
10921,5,4,26,15,11
10922,5,4,26,15,11
10923,5,4,26,15,11
10924,5,4,26,15,11
10925,5,4,26,15,11
10926,5,4,26,15,11
10927,5,4,26,15,11
10928,5,4,26,15,11
10929,5,4,26,15,11
10930,5,4,26,15,11
10931,5,4,26,15,11
10932,5,4,26,15,11
10933,5,4,26,15,11
10934,5,4,26,15,11
10935,5,4,26,15,11
10936,5,4,26,15,11
10937,5,4,26,15,11
10938,5,4,26,15,11
10939,5,4,26,15,11
10940,5,4,26,15,11
10941,5,4,26,15,11
10942,5,4,26,15,11
10943,5,4,26,15,11
10944,5,4,26,15,11
10945,5,4,26,15,11
10946,5,4,26,15,11
10947,5,4,26,15,11
10948,5,4,26,15,11
10949,5,4,26,15,11
10950,5,4,26,15,11
10951,5,4,26,15,11
10952,5,4,26,15,11
10953,5,4,26,15,11
10954,5,4,26,15,11
10955,5,4,26,15,11
10956,5,4,26,15,11
10957,5,4,26,15,11
10958,5,4,26,15,11
10959,5,4,26,15,11
10960,5,4,26,15,11
10961,5,4,26,15,11
10962,5,4,26,15,11
10963,5,4,26,15,11
10964,5,4,26,15,11
10965,5,4,26,15,11
10966,5,4,26,15,11
10967,5,4,26,15,11
10968,5,4,26,15,11
10969,5,4,26,15,11
10970,5,4,26,15,11
10971,5,4,26,15,11
10972,5,4,26,15,11
10973,5,4,26,15,11
10974,5,4,26,15,11
10975,5,4,26,15,11
10976,5,4,26,15,11
10977,5,4,26,15,11
10978,5,4,26,15,11
10979,5,4,26,15,11
10980,5,4,26,15,11
10981,5,4,26,15,11
10982,5,4,26,15,11
10983,5,4,26,15,11
10984,5,4,26,15,11
10985,5,4,26,15,11
10986,5,4,26,15,11
10987,5,4,26,15,11
10988,5,4,26,15,11
10989,5,4,26,15,11
10990,5,4,26,15,11
10991,5,4,26,15,11
10992,5,4,26,15,11
10993,5,4,26,15,11
10994,5,4,26,15,11
10995,5,4,26,15,11
10996,5,4,26,15,11
10997,5,4,26,15,11
10998,5,4,26,15,11
10999,5,4,26,15,11
11000,5,4,26,15,11
11001,5,4,26,15,11
11002,5,4,26,15,11
11003,5,4,26,15,11
11004,5,4,26,15,11
11005,5,4,26,15,11
11006,5,4,26,15,11
11007,5,4,26,15,11
11008,5,4,26,15,11
11009,5,4,26,15,11
11010,5,4,26,15,11
11011,5,4,26,15,11
11012,5,4,26,15,11
11013,5,4,26,15,11
11014,5,4,26,15,11
11015,5,4,26,15,11
11016,5,4,26,15,11
11017,5,4,26,15,11
11018,5,4,26,15,11
11019,5,4,26,15,11
11020,5,4,26,15,11
11021,5,4,26,15,11
11022,5,4,26,15,11
11023,5,4,26,15,11
11024,5,4,26,15,11
11025,5,4,26,15,11
11026,5,4,26,15,11
11027,5,4,26,15,11
11028,5,4,26,15,11
11029,5,4,26,15,11
11030,5,4,26,15,11
11031,5,4,26,15,11
11032,5,4,26,15,11
11033,5,4,26,15,11
11034,5,4,26,15,11
11035,5,4,26,15,11
11036,5,4,26,15,11
11037,5,4,26,15,11
11038,5,4,26,15,11
11039,5,4,26,15,11
11040,5,4,26,15,11
11041,5,4,26,15,11
11042,5,4,26,15,11
11043,5,4,26,15,11
11044,5,4,26,15,11
11045,5,4,26,15,11
11046,5,4,26,15,11
11047,5,4,26,15,11
11048,5,4,26,15,11
11049,5,4,26,15,11
11050,5,4,26,15,11
11051,5,4,26,15,11
11052,5,4,26,15,11
11053,5,4,26,15,11
11054,5,4,26,15,11
11055,5,4,26,15,11
11056,5,4,26,15,11
11057,5,4,26,15,11
11058,5,4,26,15,11
11059,5,4,26,15,11
11060,5,4,26,15,11
11061,5,4,26,15,11
11062,5,4,26,15,11
11063,5,4,26,15,11
11064,5,4,26,15,11
11065,5,4,26,15,11
11066,5,4,26,15,11
11067,5,4,26,15,11
11068,5,4,26,15,11
11069,5,4,26,15,11
11070,5,4,26,15,11
11071,5,4,26,15,11
11072,5,4,26,15,11
11073,5,4,26,15,11
11074,5,4,26,15,11
11075,5,4,26,15,11
11076,5,4,26,15,11
11077,5,4,26,15,11
11078,5,4,26,15,11
11079,5,4,26,15,11
11080,5,4,26,15,11
11081,5,4,26,15,11
11082,5,4,26,15,11
11083,5,4,26,15,11
11084,5,4,26,15,11
11085,5,4,26,15,11
11086,5,4,26,15,11
11087,5,4,26,15,11
11088,5,4,26,15,11
11089,5,4,26,15,11
11090,5,4,26,15,11
11091,5,4,26,15,11
11092,5,4,26,15,11
11093,5,4,26,15,11
11094,5,4,26,15,11
11095,5,4,26,15,11
11096,5,4,26,15,11
11097,5,4,26,15,11
11098,5,4,26,15,11
11099,5,4,26,15,11
11100,5,4,26,15,11
11101,5,4,26,15,11
11102,5,4,26,15,11
11103,5,4,26,15,11
11104,5,4,26,15,11
11105,5,4,26,15,11
11106,5,4,26,15,11
11107,5,4,26,15,11
11108,5,4,26,15,11
11109,5,4,26,15,11
11110,5,4,26,15,11
11111,5,4,26,15,11
11112,5,4,26,15,11
11113,5,4,26,15,11
11114,5,4,26,15,11
11115,5,4,26,15,11
11116,5,4,26,15,11
11117,5,4,26,15,11
11118,5,4,26,15,11
11119,5,4,26,15,11
11120,5,4,26,15,11
11121,5,4,26,15,11
11122,5,4,26,15,11
11123,5,4,26,15,11
11124,5,4,26,15,11
11125,5,4,26,15,11
11126,5,4,26,15,11
11127,5,4,26,15,11
11128,5,4,26,15,11
11129,5,4,26,15,11
11130,5,4,26,15,11
11131,5,4,26,15,11
11132,5,4,26,15,11
11133,5,4,26,15,11
11134,5,4,26,15,11
11135,5,4,26,15,11
11136,5,4,26,15,11
11137,5,4,26,15,11
11138,5,4,26,15,11
11139,5,4,26,15,11
11140,5,4,26,15,11
11141,5,4,26,15,11
11142,5,4,26,15,11
11143,5,4,26,15,11
11144,5,4,26,15,11
11145,5,4,26,15,11
11146,5,4,26,15,11
11147,5,4,26,15,11
11148,5,4,26,15,11
11149,5,4,26,15,11
11150,5,4,26,15,11
11151,5,4,26,15,11
11152,5,4,26,15,11
11153,5,4,26,15,11
11154,5,4,26,15,11
11155,5,4,26,15,11
11156,5,4,26,15,11
11157,5,4,26,15,11
11158,5,4,26,15,11
11159,5,4,26,15,11
11160,5,4,26,15,11
11161,5,4,26,15,11
11162,5,4,26,15,11
11163,5,4,26,15,11
11164,5,4,26,15,11
11165,5,4,26,15,11
11166,5,4,26,15,11
11167,5,4,26,15,11
11168,5,4,26,15,11
11169,5,4,26,15,11
11170,5,4,26,15,11
11171,5,4,26,15,11
11172,5,4,26,15,11
11173,5,4,26,15,11
11174,5,4,26,15,11
11175,5,4,26,15,11
11176,5,4,26,15,11
11177,5,4,26,15,11
11178,5,4,26,15,11
11179,5,4,26,15,11
11180,5,4,26,15,11
11181,5,4,26,15,11
11182,5,4,26,15,11
11183,5,4,26,15,11
11184,5,4,26,15,11
11185,5,4,26,15,11
11186,5,4,26,15,11
11187,5,4,26,15,11
11188,5,4,26,15,11
11189,5,4,26,15,11
11190,5,4,26,15,11
11191,5,4,26,15,11
11192,5,4,26,15,11
11193,5,4,26,15,11
11194,5,4,26,15,11
11195,5,4,26,15,11
11196,5,4,26,15,11
11197,5,4,26,15,11
11198,5,4,26,15,11
11199,5,4,26,15,11
11200,5,4,26,15,11
11201,5,4,26,15,11
11202,5,4,26,15,11
11203,5,4,26,15,11
11204,5,4,26,15,11
11205,5,4,26,15,11
11206,5,4,26,15,11
11207,5,4,26,15,11
11208,5,4,26,15,11
11209,5,4,26,15,11
11210,5,4,26,15,11
11211,5,4,26,15,11
11212,5,4,26,15,11
11213,5,4,26,15,11
11214,5,4,26,15,11
11215,5,4,26,15,11
11216,5,4,26,15,11
11217,5,4,26,15,11
11218,5,4,26,15,11
11219,5,4,26,15,11
11220,5,4,26,15,11
11221,5,4,26,15,11
11222,5,4,26,15,11
11223,5,4,26,15,11
11224,5,4,26,15,11
11225,5,4,26,15,11
11226,5,4,26,15,11
11227,5,4,26,15,11
11228,5,4,26,15,11
11229,5,4,26,15,11
11230,5,4,26,15,11
11231,5,4,26,15,11
11232,5,4,26,15,11
11233,5,4,26,15,11
11234,5,4,26,15,11
11235,5,4,26,15,11
11236,5,4,26,15,11
11237,5,4,26,15,11
11238,5,4,26,15,11
11239,5,4,26,15,11
11240,5,4,26,15,11
11241,5,4,26,15,11
11242,5,4,26,15,11
11243,5,4,26,15,11
11244,5,4,26,15,11
11245,5,4,26,15,11
11246,5,4,26,15,11
11247,5,4,26,15,11
11248,5,4,26,15,11
11249,5,4,26,15,11
11250,5,4,26,15,11
11251,5,4,26,15,11
11252,5,4,26,15,11
11253,5,4,26,15,11
11254,5,4,26,15,11
11255,5,4,26,15,11
11256,5,4,26,15,11
11257,5,4,26,15,11
11258,5,4,26,15,11
11259,5,4,26,15,11
11260,5,4,26,15,11
11261,5,4,26,15,11
11262,5,4,26,15,11
11263,5,4,26,15,11
11264,5,4,26,15,11
11265,5,4,26,15,11
11266,5,4,26,15,11
11267,5,4,26,15,11
11268,5,4,26,15,11
11269,5,4,26,15,11
11270,5,4,26,15,11
11271,5,4,26,15,11
11272,5,4,26,15,11
11273,5,4,26,15,11
11274,5,4,26,15,11
11275,5,4,26,15,11
11276,5,4,26,15,11
11277,5,4,26,15,11
11278,5,4,26,15,11
11279,5,4,26,15,11
11280,5,4,26,15,11
11281,5,4,26,15,11
11282,5,4,26,15,11
11283,5,4,26,15,11
11284,5,4,26,15,11
11285,5,4,26,15,11
11286,5,4,26,15,11
11287,5,4,26,15,11
11288,5,4,26,15,11
11289,5,4,26,15,11
11290,5,4,26,15,11
11291,5,4,26,15,11
11292,5,4,26,15,11
11293,5,4,26,15,11
11294,5,4,26,15,11
11295,5,4,26,15,11
11296,5,4,26,15,11
11297,5,4,26,15,11
11298,5,4,26,15,11
11299,5,4,26,15,11
11300,5,4,26,15,11
11301,5,4,26,15,11
11302,5,4,26,15,11
11303,5,4,26,15,11
11304,5,4,26,15,11
11305,5,4,26,15,11
11306,5,4,26,15,11
11307,5,4,26,15,11
11308,5,4,26,15,11
11309,5,4,26,15,11
11310,5,4,26,15,11
11311,5,4,26,15,11
11312,5,4,26,15,11
11313,5,4,26,15,11
11314,5,4,26,15,11
11315,5,4,26,15,11
11316,5,4,26,15,11
11317,5,4,26,15,11
11318,5,4,26,15,11
11319,5,4,26,15,11
11320,5,4,26,15,11
11321,5,4,26,15,11
11322,5,4,26,15,11
11323,5,4,26,15,11
11324,5,4,26,15,11
11325,5,4,26,15,11
11326,5,4,26,15,11
11327,5,4,26,15,11
11328,5,4,26,15,11
11329,5,4,26,15,11
11330,5,4,26,15,11
11331,5,4,26,15,11
11332,5,4,26,15,11
11333,5,4,26,15,11
11334,5,4,26,15,11
11335,5,4,26,15,11
11336,5,4,26,15,11
11337,5,4,26,15,11
11338,5,4,26,15,11
11339,5,4,26,15,11
11340,5,4,26,15,11
11341,5,4,26,15,11
11342,5,4,26,15,11
11343,5,4,26,15,11
11344,5,4,26,15,11
11345,5,4,26,15,11
11346,5,4,26,15,11
11347,5,4,26,15,11
11348,5,4,26,15,11
11349,5,4,26,15,11
11350,5,4,26,15,11
11351,5,4,26,15,11
11352,5,4,26,15,11
11353,5,4,26,15,11
11354,5,4,26,15,11
11355,5,4,26,15,11
11356,5,4,26,15,11
11357,5,4,26,15,11
11358,5,4,26,15,11
11359,5,4,26,15,11
11360,5,4,26,15,11
11361,5,4,26,15,11
11362,5,4,26,15,11
11363,5,4,26,15,11
11364,5,4,26,15,11
11365,5,4,26,15,11
11366,5,4,26,15,11
11367,5,4,26,15,11
11368,5,4,26,15,11
11369,5,4,26,15,11
11370,5,4,26,15,11
11371,5,4,26,15,11
11372,5,4,26,15,11
11373,5,4,26,15,11
11374,5,4,26,15,11
11375,5,4,26,15,11
11376,5,4,26,15,11
11377,5,4,26,15,11
11378,5,4,26,15,11
11379,5,4,26,15,11
11380,5,4,26,15,11
11381,5,4,26,15,11
11382,5,4,26,15,11
11383,5,4,26,15,11
11384,5,4,26,15,11
11385,5,4,26,15,11
11386,5,4,26,15,11
11387,5,4,26,15,11
11388,5,4,26,15,11
11389,5,4,26,15,11
11390,5,4,26,15,11
11391,5,4,26,15,11
11392,5,4,26,15,11
11393,5,4,26,15,11
11394,5,4,26,15,11
11395,5,4,26,15,11
11396,5,4,26,15,11
11397,5,4,26,15,11
11398,5,4,26,15,11
11399,5,4,26,15,11
11400,5,4,26,15,11
11401,5,4,26,15,11
11402,5,4,26,15,11
11403,5,4,26,15,11
11404,5,4,26,15,11
11405,5,4,26,15,11
11406,5,4,26,15,11
11407,5,4,26,15,11
11408,5,4,26,15,11
11409,5,4,26,15,11
11410,5,4,26,15,11
11411,5,4,26,15,11
11412,5,4,26,15,11
11413,5,4,26,15,11
11414,5,4,26,15,11
11415,5,4,26,15,11
11416,5,4,26,15,11
11417,5,4,26,15,11
11418,5,4,26,15,11
11419,5,4,26,15,11
11420,5,4,26,15,11
11421,5,4,26,15,11
11422,5,4,26,15,11
11423,5,4,26,15,11
11424,5,4,26,15,11
11425,5,4,26,15,11
11426,5,4,26,15,11
11427,5,4,26,15,11
11428,5,4,26,15,11
11429,5,4,26,15,11
11430,5,4,26,15,11
11431,5,4,26,15,11
11432,5,4,26,15,11
11433,5,4,26,15,11
11434,5,4,26,15,11
11435,5,4,26,15,11
11436,5,4,26,15,11
11437,5,4,26,15,11
11438,5,4,26,15,11
11439,5,4,26,15,11
11440,5,4,26,15,11
11441,5,4,26,15,11
11442,5,4,26,15,11
11443,5,4,26,15,11
11444,5,4,26,15,11
11445,5,4,26,15,11
11446,5,4,26,15,11
11447,5,4,26,15,11
11448,5,4,26,15,11
11449,5,4,26,15,11
11450,5,4,26,15,11
11451,5,4,26,15,11
11452,5,4,26,15,11
11453,5,4,26,15,11
11454,5,4,26,15,11
11455,5,4,26,15,11
11456,5,4,26,15,11
11457,5,4,26,15,11
11458,5,4,26,15,11
11459,5,4,26,15,11
11460,5,4,26,15,11
11461,5,4,26,15,11
11462,5,4,26,15,11
11463,5,4,26,15,11
11464,5,4,26,15,11
11465,5,4,26,15,11
11466,5,4,26,15,11
11467,5,4,26,15,11
11468,5,4,26,15,11
11469,5,4,26,15,11
11470,5,4,26,15,11
11471,5,4,26,15,11
11472,5,4,26,15,11
11473,5,4,26,15,11
11474,5,4,26,15,11
11475,5,4,26,15,11
11476,5,4,26,15,11
11477,5,4,26,15,11
11478,5,4,26,15,11
11479,5,4,26,15,11
11480,5,4,26,15,11
11481,5,4,26,15,11
11482,5,4,26,15,11
11483,5,4,26,15,11
11484,5,4,26,15,11
11485,5,4,26,15,11
11486,5,4,26,15,11
11487,5,4,26,15,11
11488,5,4,26,15,11
11489,5,4,26,15,11
11490,5,4,26,15,11
11491,5,4,26,15,11
11492,5,4,26,15,11
11493,5,4,26,15,11
11494,5,4,26,15,11
11495,5,4,26,15,11
11496,5,4,26,15,11
11497,5,4,26,15,11
11498,5,4,26,15,11
11499,5,4,26,15,11
11500,5,4,26,15,11
11501,5,4,26,15,11
11502,5,4,26,15,11
11503,5,4,26,15,11
11504,5,4,26,15,11
11505,5,4,26,15,11
11506,5,4,26,15,11
11507,5,4,26,15,11
11508,5,4,26,15,11
11509,5,4,26,15,11
11510,5,4,26,15,11
11511,5,4,26,15,11
11512,5,4,26,15,11
11513,5,4,26,15,11
11514,5,4,26,15,11
11515,5,4,26,15,11
11516,5,4,26,15,11
11517,5,4,26,15,11
11518,5,4,26,15,11
11519,5,4,26,15,11
11520,5,4,26,15,11
11521,5,4,26,15,11
11522,5,4,26,15,11
11523,5,4,26,15,11
11524,5,4,26,15,11
11525,5,4,26,15,11
11526,5,4,26,15,11
11527,5,4,26,15,11
11528,5,4,26,15,11
11529,5,4,26,15,11
11530,5,4,26,15,11
11531,5,4,26,15,11
11532,5,4,26,15,11
11533,5,4,26,15,11
11534,5,4,26,15,11
11535,5,4,26,15,11
11536,5,4,26,15,11
11537,5,4,26,15,11
11538,5,4,26,15,11
11539,5,4,26,15,11
11540,5,4,26,15,11
11541,5,4,26,15,11
11542,5,4,26,15,11
11543,5,4,26,15,11
11544,5,4,26,15,11
11545,5,4,26,15,11
11546,5,4,26,15,11
11547,5,4,26,15,11
11548,5,4,26,15,11
11549,5,4,26,15,11
11550,5,4,26,15,11
11551,5,4,26,15,11
11552,5,4,26,15,11
11553,5,4,26,15,11
11554,5,4,26,15,11
11555,5,4,26,15,11
11556,5,4,26,15,11
11557,5,4,26,15,11
11558,5,4,26,15,11
11559,5,4,26,15,11
11560,5,4,26,15,11
11561,5,4,26,15,11
11562,5,4,26,15,11
11563,5,4,26,15,11
11564,5,4,26,15,11
11565,5,4,26,15,11
11566,5,4,26,15,11
11567,5,4,26,15,11
11568,5,4,26,15,11
11569,5,4,26,15,11
11570,5,4,26,15,11
11571,5,4,26,15,11
11572,5,4,26,15,11
11573,5,4,26,15,11
11574,5,4,26,15,11
11575,5,4,26,15,11
11576,5,4,26,15,11
11577,5,4,26,15,11
11578,5,4,26,15,11
11579,5,4,26,15,11
11580,5,4,26,15,11
11581,5,4,26,15,11
11582,5,4,26,15,11
11583,5,4,26,15,11
11584,5,4,26,15,11
11585,5,4,26,15,11
11586,5,4,26,15,11
11587,5,4,26,15,11
11588,5,4,26,15,11
11589,5,4,26,15,11
11590,5,4,26,15,11
11591,5,4,26,15,11
11592,5,4,26,15,11
11593,5,4,26,15,11
11594,5,4,26,15,11
11595,5,4,26,15,11
11596,5,4,26,15,11
11597,5,4,26,15,11
11598,5,4,26,15,11
11599,5,4,26,15,11
11600,5,4,26,15,11
11601,5,4,26,15,11
11602,5,4,26,15,11
11603,5,4,26,15,11
11604,5,4,26,15,11
11605,5,4,26,15,11
11606,5,4,26,15,11
11607,5,4,26,15,11
11608,5,4,26,15,11
11609,5,4,26,15,11
11610,5,4,26,15,11
11611,5,4,26,15,11
11612,5,4,26,15,11
11613,5,4,26,15,11
11614,5,4,26,15,11
11615,5,4,26,15,11
11616,5,4,26,15,11
11617,5,4,26,15,11
11618,5,4,26,15,11
11619,5,4,26,15,11
11620,5,4,26,15,11
11621,5,4,26,15,11
11622,5,4,26,15,11
11623,5,4,26,15,11
11624,5,4,26,15,11
11625,5,4,26,15,11
11626,5,4,26,15,11
11627,5,4,26,15,11
11628,5,4,26,15,11
11629,5,4,26,15,11
11630,5,4,26,15,11
11631,5,4,26,15,11
11632,5,4,26,15,11
11633,5,4,26,15,11
11634,5,4,26,15,11
11635,5,4,26,15,11
11636,5,4,26,15,11
11637,5,4,26,15,11
11638,5,4,26,15,11
11639,5,4,26,15,11
11640,5,4,26,15,11
11641,5,4,26,15,11
11642,5,4,26,15,11
11643,5,4,26,15,11
11644,5,4,26,15,11
11645,5,4,26,15,11
11646,5,4,26,15,11
11647,5,4,26,15,11
11648,5,4,26,15,11
11649,5,4,26,15,11
11650,5,4,26,15,11
11651,5,4,26,15,11
11652,5,4,26,15,11
11653,5,4,26,15,11
11654,5,4,26,15,11
11655,5,4,26,15,11
11656,5,4,26,15,11
11657,5,4,26,15,11
11658,5,4,26,15,11
11659,5,4,26,15,11
11660,5,4,26,15,11
11661,5,4,26,15,11
11662,5,4,26,15,11
11663,5,4,26,15,11
11664,5,4,26,15,11
11665,5,4,26,15,11
11666,5,4,26,15,11
11667,5,4,26,15,11
11668,5,4,26,15,11
11669,5,4,26,15,11
11670,5,4,26,15,11
11671,5,4,26,15,11
11672,5,4,26,15,11
11673,5,4,26,15,11
11674,5,4,26,15,11
11675,5,4,26,15,11
11676,5,4,26,15,11
11677,5,4,26,15,11
11678,5,4,26,15,11
11679,5,4,26,15,11
11680,5,4,26,15,11
11681,5,4,26,15,11
11682,5,4,26,15,11
11683,5,4,26,15,11
11684,5,4,26,15,11
11685,5,4,26,15,11
11686,5,4,26,15,11
11687,5,4,26,15,11
11688,5,4,26,15,11
11689,5,4,26,15,11
11690,5,4,26,15,11
11691,5,4,26,15,11
11692,5,4,26,15,11
11693,5,4,26,15,11
11694,5,4,26,15,11
11695,5,4,26,15,11
11696,5,4,26,15,11
11697,5,4,26,15,11
11698,5,4,26,15,11
11699,5,4,26,15,11
11700,5,4,26,15,11
11701,5,4,26,15,11
11702,5,4,26,15,11
11703,5,4,26,15,11
11704,5,4,26,15,11
11705,5,4,26,15,11
11706,5,4,26,15,11
11707,5,4,26,15,11
11708,5,4,26,15,11
11709,5,4,26,15,11
11710,5,4,26,15,11
11711,5,4,26,15,11
11712,5,4,26,15,11
11713,5,4,26,15,11
11714,5,4,26,15,11
11715,5,4,26,15,11
11716,5,4,26,15,11
11717,5,4,26,15,11
11718,5,4,26,15,11
11719,5,4,26,15,11
11720,5,4,26,15,11
11721,5,4,26,15,11
11722,5,4,26,15,11
11723,5,4,26,15,11
11724,5,4,26,15,11
11725,5,4,26,15,11
11726,5,4,26,15,11
11727,5,4,26,15,11
11728,5,4,26,15,11
11729,5,4,26,15,11
11730,5,4,26,15,11
11731,5,4,26,15,11
11732,5,4,26,15,11
11733,5,4,26,15,11
11734,5,4,26,15,11
11735,5,4,26,15,11
11736,5,4,26,15,11
11737,5,4,26,15,11
11738,5,4,26,15,11
11739,5,4,26,15,11
11740,5,4,26,15,11
11741,5,4,26,15,11
11742,5,4,26,15,11
11743,5,4,26,15,11
11744,5,4,26,15,11
11745,5,4,26,15,11
11746,5,4,26,15,11
11747,5,4,26,15,11
11748,5,4,26,15,11
11749,5,4,26,15,11
11750,5,4,26,15,11
11751,5,4,26,15,11
11752,5,4,26,15,11
11753,5,4,26,15,11
11754,5,4,26,15,11
11755,5,4,26,15,11
11756,5,4,26,15,11
11757,5,4,26,15,11
11758,5,4,26,15,11
11759,5,4,26,15,11
11760,5,4,26,15,11
11761,5,4,26,15,11
11762,5,4,26,15,11
11763,5,4,26,15,11
11764,5,4,26,15,11
11765,5,4,26,15,11
11766,5,4,26,15,11
11767,5,4,26,15,11
11768,5,4,26,15,11
11769,5,4,26,15,11
11770,5,4,26,15,11
11771,5,4,26,15,11
11772,5,4,26,15,11
11773,5,4,26,15,11
11774,5,4,26,15,11
11775,5,4,26,15,11
11776,5,4,26,15,11
11777,5,4,26,15,11
11778,5,4,26,15,11
11779,5,4,26,15,11
11780,5,4,26,15,11
11781,5,4,26,15,11
11782,5,4,26,15,11
11783,5,4,26,15,11
11784,5,4,26,15,11
11785,5,4,26,15,11
11786,5,4,26,15,11
11787,5,4,26,15,11
11788,5,4,26,15,11
11789,5,4,26,15,11
11790,5,4,26,15,11
11791,5,4,26,15,11
11792,5,4,26,15,11
11793,5,4,26,15,11
11794,5,4,26,15,11
11795,5,4,26,15,11
11796,5,4,26,15,11
11797,5,4,26,15,11
11798,5,4,26,15,11
11799,5,4,26,15,11
11800,5,4,26,15,11
11801,5,4,26,15,11
11802,5,4,26,15,11
11803,5,4,26,15,11
11804,5,4,26,15,11
11805,5,4,26,15,11
11806,5,4,26,15,11
11807,5,4,26,15,11
11808,5,4,26,15,11
11809,5,4,26,15,11
11810,5,4,26,15,11
11811,5,4,26,15,11
11812,5,4,26,15,11
11813,5,4,26,15,11
11814,5,4,26,15,11
11815,5,4,26,15,11
11816,5,4,26,15,11
11817,5,4,26,15,11
11818,5,4,26,15,11
11819,5,4,26,15,11
11820,5,4,26,15,11
11821,5,4,26,15,11
11822,5,4,26,15,11
11823,5,4,26,15,11
11824,5,4,26,15,11
11825,5,4,26,15,11
11826,5,4,26,15,11
11827,5,4,26,15,11
11828,5,4,26,15,11
11829,5,4,26,15,11
11830,5,4,26,15,11
11831,5,4,26,15,11
11832,5,4,26,15,11
11833,5,4,26,15,11
11834,5,4,26,15,11
11835,5,4,26,15,11
11836,5,4,26,15,11
11837,5,4,26,15,11
11838,5,4,26,15,11
11839,5,4,26,15,11
11840,5,4,26,15,11
11841,5,4,26,15,11
11842,5,4,26,15,11
11843,5,4,26,15,11
11844,5,4,26,15,11
11845,5,4,26,15,11
11846,5,4,26,15,11
11847,5,4,26,15,11
11848,5,4,26,15,11
11849,5,4,26,15,11
11850,5,4,26,15,11
11851,5,4,26,15,11
11852,5,4,26,15,11
11853,5,4,26,15,11
11854,5,4,26,15,11
11855,5,4,26,15,11
11856,5,4,26,15,11
11857,5,4,26,15,11
11858,5,4,26,15,11
11859,5,4,26,15,11
11860,5,4,26,15,11
11861,5,4,26,15,11
11862,5,4,26,15,11
11863,5,4,26,15,11
11864,5,4,26,15,11
11865,5,4,26,15,11
11866,5,4,26,15,11
11867,5,4,26,15,11
11868,5,4,26,15,11
11869,5,4,26,15,11
11870,5,4,26,15,11
11871,5,4,26,15,11
11872,5,4,26,15,11
11873,5,4,26,15,11
11874,5,4,26,15,11
11875,5,4,26,15,11
11876,5,4,26,15,11
11877,5,4,26,15,11
11878,5,4,26,15,11
11879,5,4,26,15,11
11880,5,4,26,15,11
11881,5,4,26,15,11
11882,5,4,26,15,11
11883,5,4,26,15,11
11884,5,4,26,15,11
11885,5,4,26,15,11
11886,5,4,26,15,11
11887,5,4,26,15,11
11888,5,4,26,15,11
11889,5,4,26,15,11
11890,5,4,26,15,11
11891,5,4,26,15,11
11892,5,4,26,15,11
11893,5,4,26,15,11
11894,5,4,26,15,11
11895,5,4,26,15,11
11896,5,4,26,15,11
11897,5,4,26,15,11
11898,5,4,26,15,11
11899,5,4,26,15,11
11900,5,4,26,15,11
11901,5,4,26,15,11
11902,5,4,26,15,11
11903,5,4,26,15,11
11904,5,4,26,15,11
11905,5,4,26,15,11
11906,5,4,26,15,11
11907,5,4,26,15,11
11908,5,4,26,15,11
11909,5,4,26,15,11
11910,5,4,26,15,11
11911,5,4,26,15,11
11912,5,4,26,15,11
11913,5,4,26,15,11
11914,5,4,26,15,11
11915,5,4,26,15,11
11916,5,4,26,15,11
11917,5,4,26,15,11
11918,5,4,26,15,11
11919,5,4,26,15,11
11920,5,4,26,15,11
11921,5,4,26,15,11
11922,5,4,26,15,11
11923,5,4,26,15,11
11924,5,4,26,15,11
11925,5,4,26,15,11
11926,5,4,26,15,11
11927,5,4,26,15,11
11928,5,4,26,15,11
11929,5,4,26,15,11
11930,5,4,26,15,11
11931,5,4,26,15,11
11932,5,4,26,15,11
11933,5,4,26,15,11
